0,80.01305,0.013714918
0.005,80.03741,0.013756727
0.01,80.0618,0.013798146
0.015,80.08617,0.013882196
0.02,80.11054,0.01392364
0.025,80.13493,0.01398654
0.03,80.15928,0.01396463
0.035,80.18364,0.013995879
0.04,80.208,0.014069026
0.045,80.23238,0.014142504
0.05,80.25677,0.014236743
0.055,80.28114,0.014267626
0.06,80.30549,0.014341143
0.065,80.32985,0.014435419
0.07,80.35425,0.014508876
0.075,80.37865,0.014560851
0.08,80.40302,0.014623783
0.085,80.42741,0.014696898
0.09,80.45179,0.014770026
0.095,80.47617,0.014822384
0.1,80.50054,0.014895525
0.105,80.52493,0.014979563
0.11,80.54931,0.015063256
0.115,80.57372,0.015147271
0.12,80.59806,0.015209887
0.125,80.62246,0.015282994
0.13,80.64685,0.015356472
0.135,80.67125,0.01542958
0.14,80.69563,0.015492507
0.145,80.72001,0.015555077
0.15,80.74441,0.015585931
0.155,80.76879,0.015617168
0.16,80.79317,0.015690303
0.165,80.81758,0.015774324
0.17,80.842,0.015868539
0.175,80.86642,0.015962755
0.18,80.89085,0.016036191
0.185,80.91527,0.016109279
0.19,80.9397,0.016150664
0.195,80.96412,0.016213549
0.2,80.98853,0.016286651
0.205,81.01295,0.016359742
0.21,81.03736,0.016412078
0.215,81.06179,0.016485157
0.22,81.08621,0.016526556
0.225,81.11062,0.016589458
0.23,81.13505,0.016662538
0.235,81.15948,0.016756748
0.24,81.1839,0.016830204
0.245,81.20831,0.016903311
0.25,81.23274,0.016976393
0.255,81.25717,0.017039275
0.26,81.28163,0.017080629
0.265,81.30605,0.017164289
0.27,81.33052,0.017237326
0.275,81.35496,0.017279068
0.28,81.37941,0.017352129
0.285,81.40384,0.017541427
0.29,81.4283,0.017646536
0.295,81.45275,0.017624516
0.3,81.47721,0.017623614
0.305,81.5016,0.017749575
0.31,81.52601,0.017823053
0.315,81.55048,0.017843269
0.32,81.57493,0.017916334
0.325,81.59939,0.017979188
0.33,81.62381,0.018062856
0.335,81.64831,0.018135862
0.34,81.67278,0.018230036
0.345,81.69723,0.018303103
0.35,81.72172,0.01837649
0.355,81.74614,0.018470725
0.36,81.77058,0.018543807
0.365,81.79505,0.018595722
0.37,81.81952,0.018648005
0.375,81.84398,0.018710499
0.38,81.8684,0.018783606
0.385,81.89285,0.018867243
0.39,81.9173,0.018908987
0.395,81.94179,0.019055969
0.4,81.96625,0.019192422
0.405,81.99069,0.019254943
0.41,82.01517,0.019275155
0.415,82.03962,0.019316902
0.42,82.06406,0.019379424
0.425,82.08854,0.019452464
0.43,82.11299,0.01952554
0.435,82.13748,0.019609503
0.44,82.16198,0.019714217
0.445,82.18646,0.019829521
0.45,82.21091,0.019934296
0.455,82.2354,0.020091852
0.46,82.25989,0.020207517
0.465,82.28441,0.020301645
0.47,82.3089,0.02034298
0.475,82.33337,0.020342077
0.48,82.35783,0.020446844
0.485,82.38231,0.020572719
0.49,82.40681,0.020688005
0.495,82.43132,0.020814218
0.5,82.45583,0.020940059
0.505,82.48032,0.021013096
0.51,82.50483,0.021075543
0.515,82.52932,0.02114858
0.52,82.5538,0.021242762
0.525,82.57833,0.021315753
0.53,82.60283,0.021388779
0.535,82.62736,0.021493843
0.54,82.65186,0.021566871
0.545,82.67638,0.021661008
0.55,82.70088,0.02175517
0.555,82.72541,0.021828163
0.56,82.74994,0.02192229
0.565,82.77448,0.022026971
0.57,82.799,0.022121111
0.575,82.82353,0.022194107
0.58,82.84804,0.022267127
0.585,82.87254,0.022361292
0.59,82.89705,0.022455823
0.595,82.92154,0.022528869
0.6,82.94604,0.022591337
0.605,82.97052,0.022706661
0.61,82.99502,0.022843095
0.615,83.01956,0.023032315
0.62,83.04407,0.023179306
0.625,83.06863,0.023347371
0.63,83.09319,0.023483737
0.635,83.1177,0.023863195
0.64,83.14223,0.023915066
0.645,83.16675,0.023977516
0.65,83.19126,0.024145645
0.655,83.21581,0.024250327
0.66,83.24035,0.024418423
0.665,83.26488,0.024586912
0.67,83.28939,0.024712777
0.675,83.31393,0.024859742
0.68,83.33847,0.02499614
0.685,83.36301,0.025037438
0.69,83.38757,0.025047011
0.695,83.41214,0.025109407
0.7,83.43668,0.025161272
0.705,83.46123,0.025276528
0.71,83.4858,0.025360059
0.715,83.51038,0.025380177
0.72,83.53495,0.025368606
0.725,83.55951,0.025504987
0.73,83.58405,0.025567421
0.735,83.60864,0.025735085
0.74,83.63319,0.025808076
0.745,83.65775,0.02590219
0.75,83.68231,0.02601744
0.755,83.70689,0.0261538
0.76,83.73147,0.026279595
0.765,83.75605,0.026447659
0.77,83.78062,0.0265629
0.775,83.80517,0.026646462
0.78,83.82974,0.026719434
0.785,83.85432,0.02677126
0.79,83.87891,0.026854777
0.795,83.90351,0.026948851
0.8,83.92807,0.027053539
0.805,83.95263,0.027168796
0.81,83.97719,0.027273486
0.815,84.00173,0.027409902
